cancer_type,hugo_symbol,mutated_samples,total_samples,freq,CI_low,CI_high
COAD,ACSM2A,6,440,0.013636363636363636,0.0027996512619208602,0.02447307601080641
COAD,ACSM2B,8,440,0.01818181818181818,0.005697526022718851,0.030666110340917513
COAD,ACSM3,6,440,0.013636363636363636,0.0027996512619208602,0.02447307601080641
COAD,ACSM4,9,440,0.020454545454545454,0.007228288784018808,0.0336808021250721
COAD,ACSM5,6,440,0.013636363636363636,0.0027996512619208602,0.02447307601080641
COAD,ACSM6,2,440,0.004545454545454545,-0.0017398902923030984,0.01083079938321219
COAD,ACSS1,5,440,0.011363636363636364,0.0014597263145721597,0.021267546412700566
COAD,ACSS2,13,440,0.029545454545454545,0.013723407544520227,0.04536750154638886
COAD,ACSS3,10,440,0.022727272727272728,0.008801757118373214,0.03665278833617224
COAD,ACTA1,16,440,0.03636363636363636,0.0188724214387316,0.053854851288541124
COAD,ACTA2,2,440,0.004545454545454545,-0.0017398902923030984,0.01083079938321219
COAD,ACTB,8,440,0.01818181818181818,0.005697526022718851,0.030666110340917513
COAD,ACTBL2,8,440,0.01818181818181818,0.005697526022718851,0.030666110340917513
COAD,ACTC1,4,440,0.00909090909090909,0.00022240650638782195,0.01795941167543036
COAD,ACTG1,4,440,0.00909090909090909,0.00022240650638782195,0.01795941167543036
COAD,ACTG2,9,440,0.020454545454545454,0.007228288784018808,0.0336808021250721
COAD,ACTL10,2,440,0.004545454545454545,-0.0017398902923030984,0.01083079938321219
